ion#, endposx (mm), endposy (mm), endposz (mm), endvelx (mm/usec), endvely (mm/usec), endvelz (mm/usec)
210,1014.9999999838,-0.94532601220153,-1.5810482623652,2377.4976206825,6.7727499381367,9.6198337604425
211,1014.9999999826,3.4824300754266,0.58629921274427,2380.6832863081,-27.014443641529,-4.0618308220041
212,1014.9999999845,3.058798404469,-1.9483294457893,2379.3795715022,-18.806030088814,11.798008431358
213,1014.9999999952,-3.6555275411558,0.27955879113163,2380.3265558347,24.996379585919,-2.3586113579237
214,1014.9999999856,-0.77553905967261,-3.1320995858855,2378.7452093406,7.5819346725586,20.019704277044
215,1014.9999999953,-3.6253310405785,0.64870229378284,2379.8582895944,23.403657079447,-4.3821842021834
216,1014.9999999898,0.75616242861915,-1.3552228247352,2377.3282731079,-2.7753651718424,6.8864201281216
217,1014.9999999904,-2.4747621518527,-0.9325400202563,2377.9281650564,14.548622635792,5.7106958909773
218,1014.999999993,2.5614836382019,0.59757622278013,2378.0608354657,-16.850150899317,-2.9155860289054
219,1014.9999999823,0.64010008190222,-2.5976837318248,2377.9240933854,-1.1818514208536,14.904557222646
220,1014.9999999873,2.6540535252081,-2.5597041732802,2380.8805401215,-17.798398390539,17.396891546169
221,1014.9999999957,-0.31782178924818,-3.6094166893394,2380.1350565546,6.0117432117901,25.393139900117
222,1014.9999999982,-0.055116743097215,-0.86188466031735,2383.9098232721,5.327689443787,24.959847425651
223,1014.9999999888,1.2559613678999,-3.5403015734677,2380.3264072902,-5.526814178094,24.207888702694
224,1014.9999999997,-0.094328818141518,-2.0584568940932,2377.5937730998,2.4860578206302,11.827874695248
225,1014.9999999813,-0.9361474755893,-3.4289707238789,2380.3238837269,10.089194519825,25.098045259757
226,1014.9999999946,1.6860875519583,0.10417497803714,2377.4538238504,-10.484409757565,-0.7460984175753
227,1014.9999999952,-3.0774018448198,1.1932825967752,2378.6709003144,17.405533056618,-7.4105568183004
228,1014.999999998,-2.1073969744653,3.0207127286731,2379.55664323,10.378924650605,-20.312095697471
229,1014.9999999945,-2.8850379905074,-2.2051871780512,2380.537465563,20.799781128174,16.237859011867
230,1014.9999999867,2.2820900151547,1.580820743979,2378.2391548391,-15.885534967217,-8.5123626421819
231,1015,-0.14072421049341,-3.636167310852,2380.0101725025,4.7397025483995,25.172543529862
232,1014.9999999951,-1.767693976702,-2.7340228562396,2381.3184210089,16.427882139941,23.256843704834
233,1014.9999999863,0.23087459866665,-1.0819737538732,2377.2419260465,0.14146879934554,5.6187331615857
234,1014.9999999929,-0.69674329686331,2.8514567815545,2382.0463286301,1.7609487033652,-26.938103275456
235,1014.9999999862,1.4186427070714,-0.21259656121501,2377.3375243916,-8.3633934024886,0.71081186018953
236,1014.9999999979,1.8622788306712,-2.6259029680695,2378.413648755,-8.6285373375041,14.495404233482
237,1014.9999999959,1.927928078441,-0.3460168511643,2377.5812599154,-11.581361085176,1.6460434960174
238,1014.9999999828,-1.3309707875938,-1.348047218269,2377.5207583325,8.6363805198111,8.4358282793673
239,1014.9999999882,0.61615988653487,1.3609572609219,2377.3686095105,-4.8103641848425,-7.3645074625768
240,1014.9999999959,-2.720912445326,-1.6832699584511,2378.5942412594,16.700420431725,10.386581594438
241,1014.999999991,2.8754364687483,-2.4199465271433,2380.2493473332,-18.367147686689,15.413797660463
242,1014.9999999985,1.5349637918198,-1.3373893387401,2377.5453968746,-7.6452258131034,6.6599425935358
243,1014.9999999881,-0.55015472543096,2.3202374999677,2377.8079621804,0.5348782923575,-13.011859304462
244,1014.9999999841,-1.5845136393419,-2.5709964509619,2378.4370191971,11.348735380638,16.330911019931
245,1014.9999999876,2.1230934404823,2.1552519636656,2378.5539589023,-15.484898196963,-11.863094599582
246,1014.9999999866,0.23166920570805,-1.9253637523488,2377.5099433612,0.62365723660232,10.754666069736
247,1014.999999986,2.984560378657,-1.9695884855141,2379.1702611493,-17.914007744195,11.62981747876
248,1014.9999999826,-0.47776864677756,0.25688605850238,2377.1695633102,2.9394990978508,-1.286403711304
249,1014.9999999848,0.79623131403636,0.52614250379921,2377.2412921063,-5.0277309485555,-2.991970257901
250,1014.9999999875,-2.0636573030908,-1.891428612097,2382.1753919154,20.462137474989,19.216331800643
251,1014.9999999996,1.6950458475253,0.3936012714471,2377.4933383236,-10.828123390213,-2.1698372479512
252,1014.9999999851,3.2206318460819,-1.6464769624497,2380.5321420905,-22.872878272752,11.732477724375
253,1014.9999999969,-3.6763105887672,0.13889294522599,2380.0165126891,24.368156604919,-1.446238475764
254,1014.9999999877,-0.64578772210375,1.7186800151876,2377.4575763162,1.8615938799112,-9.2731182482938
255,1014.9999999879,1.7837772133924,2.4456050432842,2378.5337103944,-13.424815984289,-13.627255260734
256,1014.9999999862,0.5440091705599,1.0822282083217,2377.2837971345,-4.0671316406151,-5.8590111357131
257,1014.999999985,1.326246235243,2.9056116302975,2378.7723581751,-11.044355628066,-16.753893988035
258,1014.9999999929,1.712641107648,-2.9932711248977,2378.7784242875,-7.6579766070052,17.303377043357
259,1014.9999999963,-0.72859518154633,-2.3248690537962,2382.5644371133,10.893310280564,26.275995434008
260,1014.999999996,0.4765895544001,2.7774163768523,2378.2257883345,-5.5067448319352,-16.18107570697
261,1014.9999999857,-3.2041939169963,-0.12457997449036,2378.5679681473,19.00381748388,0.57653166133963
262,1014.9999999843,2.5888430619483,-1.732651200014,2378.3909399213,-14.560361475458,9.4235177181577
263,1014.9999999982,1.3439954182047,1.3915283417565,2377.5994304245,-9.3094307906779,-7.4047274756237
264,1014.9999999828,2.0646756697386,-2.9840193231675,2379.0158240711,-10.120758363155,17.27164668608
265,1014.9999999918,1.1752820249678,0.67843737521476,2377.3303048169,-7.6515401727197,-3.6658433404251
266,1014.9999999823,3.3921461226217,-1.0447751493932,2379.5269693948,-22.877797296338,7.4071804780145
267,1014.9999999839,0.48600501121145,0.24249446692814,2377.2030195373,-2.7521163050246,-1.5429070744893
268,1014.9999999945,-2.4364520425891,0.67493273815742,2377.8918010923,13.589270712447,-3.6086606989672
269,1014.9999999912,0.86784128983048,1.0711077418206,2377.3362167788,-6.0364918514245,-5.7617329237817
270,1014.9999999823,-1.9971974714304,-1.2086874322685,2377.7851558594,12.000800419939,7.6052804813258
